size,run,elapsed_ns,mbps,cycles,cpb
{
  "summary": [
32768,17,16470639,379.46,56000346,8.54e+00
32768,18,16386059,381.42,55712604,8.50e+00
32768,19,16359509,382.04,55622300,8.49e+00
32768,20,16500959,378.77,56103298,8.56e+00
32768,21,16408009,380.91,55787166,8.51e+00
32768,22,16438869,380.20,55892294,8.53e+00
32768,23,16355429,382.14,55608495,8.49e+00
32768,24,16406759,380.94,55782950,8.51e+00
32768,25,16393359,381.25,55737458,8.50e+00
32768,26,17244290,362.44,58630756,8.95e+00
32768,27,16458069,379.75,55957540,8.54e+00
32768,28,16487239,379.08,56056786,8.55e+00
32768,29,16506059,378.65,56120638,8.56e+00
32768,30,16441569,380.13,55901338,8.53e+00
32768,31,16583739,376.88,56384716,8.60e+00
32768,32,16522509,378.27,56176500,8.57e+00
32768,33,16426439,380.48,55849930,8.52e+00
32768,34,16463409,379.63,55975594,8.54e+00
32768,35,16556389,377.50,56291760,8.59e+00
32768,36,16975539,368.18,57717005,8.81e+00
32768,37,16505419,378.66,56118428,8.56e+00
32768,38,16490869,379.00,56068958,8.56e+00
32768,39,16925560,369.26,57546937,8.78e+00
32768,40,16471049,379.45,56001570,8.55e+00
32768,41,17801270,351.10,60524385,9.24e+00
32768,42,16452039,379.89,55936902,8.54e+00
32768,43,16486229,379.10,56053182,8.55e+00
32768,44,16519209,378.35,56165450,8.57e+00
32768,45,16499489,378.80,56098334,8.56e+00
32768,46,16506549,378.64,56122270,8.56e+00
32768,47,16494469,378.91,56081300,8.56e+00
32768,48,16435129,380.28,55879442,8.53e+00
32768,49,16430229,380.40,55862782,8.52e+00
32768,50,16417809,380.68,55820554,8.52e+00
32768,51,16430159,380.40,55862646,8.52e+00
32768,52,16588799,376.76,56401920,8.61e+00
32768,53,16664469,375.05,56659232,8.65e+00
32768,54,16913139,369.54,57504710,8.77e+00
32768,55,16449849,379.94,55929490,8.53e+00
32768,56,16995010,367.76,57783034,8.82e+00
32768,57,16436849,380.24,55885256,8.53e+00
32768,58,16656509,375.23,56632134,8.64e+00
32768,59,16419779,380.64,55827252,8.52e+00
32768,60,16603959,376.42,56453531,8.61e+00
32768,61,16424099,380.54,55841940,8.52e+00
32768,62,16728909,373.60,56878328,8.68e+00
32768,63,16538629,377.90,56231376,8.58e+00
32768,64,16549229,377.66,56267382,8.59e+00
32768,65,16455249,379.82,55947816,8.54e+00
32768,66,16574939,377.08,56355000,8.60e+00
32768,67,16391859,381.29,55732324,8.50e+00
32768,68,16442109,380.12,55903174,8.53e+00
32768,69,16457619,379.76,55955942,8.54e+00
32768,70,16458469,379.74,55958798,8.54e+00
32768,71,17033890,366.92,57915226,8.84e+00
32768,72,16388989,381.35,55722498,8.50e+00
32768,73,16395339,381.21,55744156,8.51e+00
32768,74,16407279,380.93,55784888,8.51e+00
32768,75,16861039,370.68,57327603,8.75e+00
32768,76,16557709,377.47,56296384,8.59e+00
32768,77,16439359,380.19,55893960,8.53e+00
32768,78,16453959,379.85,55943498,8.54e+00
32768,79,16501659,378.75,56105644,8.56e+00
32768,80,16485009,379.13,56049068,8.55e+00
32768,81,16525699,378.20,56187380,8.57e+00
32768,82,16404129,381.00,55774042,8.51e+00
32768,83,16398999,381.12,55756633,8.51e+00
32768,84,16402329,381.04,55767922,8.51e+00
32768,85,16482349,379.19,56040058,8.55e+00
32768,86,16999440,367.66,57798130,8.82e+00
32768,87,16436409,380.25,55883760,8.53e+00
32768,88,16376629,381.64,55680542,8.50e+00
32768,89,16462789,379.64,55973520,8.54e+00
32768,90,16482009,379.20,56038868,8.55e+00
32768,91,16468659,379.51,55993478,8.54e+00
32768,92,16366059,381.89,55644604,8.49e+00
32768,93,16397149,381.16,55750310,8.51e+00
32768,94,16449629,379.95,55928742,8.53e+00
32768,95,16492999,378.95,56076200,8.56e+00
32768,96,16563229,377.34,56314982,8.59e+00
32768,97,16879859,370.26,57391524,8.76e+00
32768,98,16428999,380.42,55858634,8.52e+00
32768,99,16390559,381.32,55727904,8.50e+00
    {
      "size": 32768,
      "runs": 100,
      "mbps_mean": 378.07,
      "mbps_stddev": 4.76,
      "mbps_median": 379.69,
      "cpb_mean": 8.58e+00,
      "cpb_stddev": 1.12e-01,
      "cpb_median": 8.54e+00
    }
  ]
}
